ElimB	EunlBeff	EunlB
0.55619	0.53139	0.62801
0.50073	0.43873	0.63280
0.57545	0.53195	0.68189
0.63020	0.60183	0.72668
0.68067	0.66155	0.76823
0.72374	0.71303	0.80583
0.50136	0.41112	0.70013
0.59630	0.60925	0.69417
0.41525	0.40903	0.61842
0.74824	0.75871	0.80098
0.36808	0.37805	0.44754
0.49111	0.50270	0.53519
0.58901	0.59465	0.65689
0.44699	0.44870	0.57660
0.33331	0.33770	0.36360
0.42858	0.43445	0.44754
0.52337	0.52875	0.53519
0.31376	0.31604	0.40801
0.57663	0.57940	0.62986
0.44780	0.44858	0.54853
0.26791	0.27095	0.28653
0.35649	0.35695	0.36360
0.44239	0.44473	0.44754
0.53153	0.53376	0.53519
0.27957	0.28338	0.33063
0.38274	0.38724	0.40801
0.47756	0.48198	0.49244
0.27256	0.26870	0.38425
0.41351	0.41948	0.46551
0.52097	0.52484	0.54853
0.61399	0.61547	0.62986
0.56470	0.56593	0.61027
0.44358	0.44387	0.52857
0.28359	0.28202	0.28653
0.36143	0.36181	0.36360
0.44607	0.44683	0.44754
0.53306	0.53493	0.53519
0.22698	0.23116	0.26186
0.31549	0.31700	0.33063
0.39814	0.40152	0.40801
0.48652	0.48937	0.49244
0.24167	0.24321	0.31130
0.35055	0.35491	0.38425
0.44711	0.45153	0.46551
0.53924	0.54091	0.54853
0.62544	0.62519	0.62986
0.39449	0.39780	0.44677
0.59483	0.59549	0.61027
0.50103	0.50400	0.52857
0.39449	0.39780	0.44677
0.24190	0.23162	0.36833
0.28703	0.28519	0.28653
0.36468	0.36317	0.36360
0.44551	0.44740	0.44754
0.53363	0.53513	0.53519
0.25005	0.25092	0.26186
0.32605	0.32596	0.33063
0.40470	0.40610	0.40801
0.48895	0.49163	0.49244
0.28775	0.28957	0.31130
0.37051	0.37366	0.38425
0.20415	0.20317	0.29922
0.32939	0.33193	0.36833
0.42542	0.42937	0.44677
0.51730	0.51942	0.52857
0.60555	0.60478	0.61027
0.54452	0.56424	0.69375
0.66464	0.68892	0.76434
0.89312	0.90547	0.92836
0.47843	0.49182	0.52440
0.58293	0.59137	0.61318
0.66730	0.67841	0.69375
0.74335	0.75319	0.76434
0.80797	0.81375	0.82203
0.85965	0.86220	0.86884
0.41658	0.42227	0.56969
0.55691	0.57294	0.65363
0.65501	0.67689	0.72924
0.69573	0.71131	0.82691
0.58469	0.57435	0.76868
0.51513	0.51776	0.52440
0.60925	0.60895	0.61318
0.68563	0.69048	0.69375
0.75753	0.76184	0.76434
0.81933	0.82010	0.82203
0.86827	0.86727	0.86884
0.90478	0.90494	0.90625
0.43451	0.44324	0.47943
0.53999	0.54658	0.56969
0.63060	0.63818	0.65363
0.70745	0.71788	0.72924
0.41901	0.42620	0.53795
0.54625	0.55947	0.62247
0.64565	0.66090	0.70082
0.51425	0.50405	0.67796
0.72073	0.73864	0.81107
0.63702	0.64920	0.74907
0.51425	0.50405	0.67796
0.52473	0.52296	0.52440
0.61227	0.61221	0.61318
0.69149	0.69311	0.69375
0.76095	0.76377	0.76434
0.82160	0.82159	0.82203
0.87016	0.86848	0.86884
0.90707	0.90594	0.90625
0.46756	0.46975	0.47943
0.56363	0.56368	0.56969
0.64555	0.64969	0.65363
0.72104	0.72626	0.72924
0.78868	0.79036	0.79279
0.84481	0.84355	0.84561
0.39905	0.40854	0.44959
0.50823	0.51401	0.53795
0.59981	0.60688	0.62247
0.68126	0.68967	0.70082
0.41974	0.42374	0.51314
0.53756	0.54656	0.59762
0.54831	0.55250	0.66108
0.64856	0.66392	0.73490
0.72563	0.74426	0.79897
0.52569	0.52414	0.52440
0.61489	0.61302	0.61318
0.69123	0.69362	0.69375
0.76165	0.76423	0.76434
0.82130	0.82195	0.82203
0.87055	0.86876	0.86884
0.90682	0.90617	0.90625
0.47843	0.47670	0.47943
0.57019	0.56808	0.56969
0.65098	0.65259	0.65363
0.72444	0.72847	0.72924
0.79070	0.79212	0.79279
0.84666	0.84498	0.84561
0.43578	0.43761	0.44959
0.52821	0.53051	0.53795
0.61388	0.61779	0.62247
0.69261	0.69744	0.70082
0.37738	0.38475	0.42690
0.48438	0.48874	0.51314
0.57523	0.58170	0.59762
0.66009	0.66697	0.67796
0.41293	0.41676	0.49457
0.52628	0.53350	0.57878
0.41713	0.40397	0.56291
0.55915	0.56590	0.64629
0.65161	0.66608	0.72173
0.72587	0.74282	0.78776
0.52818	0.52436	0.52440
0.61642	0.61315	0.61318
0.69252	0.69374	0.69375
0.76129	0.76432	0.76434
0.82251	0.82202	0.82203
0.87165	0.86883	0.86884
0.48199	0.47870	0.47943
0.56978	0.56930	0.56969
0.65185	0.65339	0.65363
0.72417	0.72905	0.72924
0.79229	0.79259	0.79279
0.84857	0.84544	0.84561
0.44516	0.44556	0.44959
0.53477	0.53569	0.53795
0.61875	0.62107	0.62247
0.69633	0.69976	0.70082
0.76794	0.76777	0.76868
0.82767	0.82601	0.82691
0.40938	0.41202	0.42690
0.50340	0.50458	0.51314
0.58980	0.59226	0.59762
0.67069	0.67418	0.67796
0.35641	0.36526	0.41101
0.46587	0.46982	0.49457
0.55894	0.56341	0.57878
0.40350	0.40480	0.47850
0.51511	0.52125	0.56291
0.43489	0.42812	0.55031
0.55834	0.56745	0.63382
0.65119	0.66431	0.71032
0.72418	0.73948	0.77802
0.44975	0.41687	0.62290
0.53785	0.47931	0.73532
0.31369	0.30687	0.55396
0.52090	0.53424	0.63688
0.64226	0.65681	0.71435
0.73508	0.74505	0.78505
0.16021	0.15752	0.31415
0.29969	0.30471	0.38690
0.42372	0.42803	0.47078
0.52213	0.52661	0.55396
0.61469	0.61935	0.63688
0.34304	0.33904	0.52376
0.51779	0.52397	0.60548
0.63262	0.63776	0.68367
0.72355	0.72525	0.75663
0.09550	0.09391	0.20274
0.18150	0.18684	0.25059
0.27876	0.28128	0.31415
0.36716	0.36849	0.38690
0.45864	0.45966	0.47078
0.54514	0.54663	0.55396
0.62883	0.63195	0.63688
0.26033	0.26155	0.36440
0.39062	0.39302	0.44364
0.48871	0.49275	0.52376
0.58215	0.58539	0.60548
0.35869	0.35438	0.50589
0.51397	0.51633	0.58648
0.62458	0.62444	0.66405
0.71299	0.70993	0.73663
0.07643	0.07843	0.15294
0.16116	0.16733	0.20274
0.23103	0.23186	0.25059
0.30258	0.30365	0.31415
0.38210	0.38123	0.38690
0.46665	0.46730	0.47078
0.55195	0.55188	0.55396
0.63584	0.63548	0.63688
0.71422	0.71329	0.71435
0.78568	0.78423	0.78505
0.12564	0.12276	0.23743
0.24097	0.24462	0.29651
0.33736	0.33851	0.36440
0.42601	0.42725	0.44364
0.51146	0.51360	0.52376
0.59679	0.59858	0.60548
0.22849	0.22284	0.35058
0.36843	0.36914	0.42749
0.46949	0.47147	0.50589
0.56297	0.56439	0.58648
0.36608	0.35934	0.49270
0.51030	0.50884	0.57310
0.61750	0.61483	0.65263
0.70536	0.70395	0.72957
0.05613	0.05844	0.11488
0.11589	0.12249	0.15294
0.18649	0.18956	0.20274
0.24388	0.24375	0.25059
0.31217	0.31086	0.31415
0.38640	0.38517	0.38690
0.47042	0.46984	0.47078
0.55267	0.55335	0.55396
0.63454	0.63649	0.63688
0.71526	0.71408	0.71435
0.78702	0.78482	0.78505
0.11811	0.12044	0.19283
0.19830	0.20277	0.23743
0.27781	0.27909	0.29651
0.35429	0.35451	0.36440
0.43635	0.43782	0.44364
0.51773	0.51997	0.52376
0.60188	0.60291	0.60548
0.20638	0.20780	0.28518
0.31432	0.31484	0.35058
0.40648	0.40708	0.42749
0.48902	0.49277	0.50589
0.19698	0.18549	0.34158
0.35402	0.35234	0.41599
0.45737	0.45578	0.49270
0.36438	0.35769	0.48524
0.50668	0.50442	0.56506
0.61308	0.60915	0.64392
0.05641	0.06120	0.09979
0.08012	0.08592	0.11488
0.13638	0.14072	0.15294
0.19782	0.19776	0.20274
0.24916	0.24809	0.25059
0.31415	0.31301	0.31415
0.38894	0.38641	0.38690
0.47337	0.47052	0.47078
0.55350	0.55381	0.55396
0.63468	0.63677	0.63688
0.71612	0.71428	0.71435
0.78689	0.78499	0.78505
0.07717	0.07793	0.14607
0.16030	0.16492	0.19283
0.22130	0.22376	0.23743
0.28912	0.28940	0.29651
0.35947	0.36048	0.36440
0.44102	0.44138	0.44364
0.51990	0.52233	0.52376
0.60252	0.60460	0.60548
0.16731	0.16954	0.22852
0.25770	0.25929	0.28518
0.33548	0.33622	0.35058
0.41851	0.41896	0.42749
0.49765	0.50046	0.50589
0.58254	0.58272	0.58648
0.18034	0.17659	0.27852
0.29762	0.29765	0.34158
0.39140	0.39140	0.41599
0.47715	0.47720	0.49270
0.17118	0.15591	0.33582
0.34225	0.33941	0.40922
0.44638	0.44489	0.48524
0.36662	0.35934	0.47894
0.50294	0.49943	0.55809
0.60710	0.60272	0.63733
