B	BB05x	Beff	ElimB	EunlBeff	EunlB	pfull
365	3.93217	3.58788	0.75852	0.7598	0.77586	0.08756
29	1.40879	1.28538	0.5478	0.55039	0.56983	0.0876
2	0.39078	0.35638	0.27511	0.28334	0.29831	0.08801
2	0.39078	0.35638	0.27511	0.28334	0.29831	0.08801
103	2.27062	2.07041	0.65569	0.64452	0.66195	0.08817
4	0.79381	0.72335	0.41246	0.42309	0.44443	0.08876
29	1.46191	1.33202	0.55536	0.55845	0.57835	0.08885
8	0.29256	0.26656	0.25709	0.26341	0.27645	0.08888
2	2	1.8215	0.62495	0.63455	0.65555	0.08925
2	2	1.8215	0.62495	0.63455	0.65555	0.08925
103	2.80082	2.55075	0.69168	0.68624	0.70318	0.08928
4	0.82884	0.75479	0.41857	0.43336	0.45514	0.08935
44	8.20896	7.47549	0.88264	0.8913	0.89974	0.08935
68	2.02846	1.84703	0.62128	0.62692	0.64666	0.08944
2	0.21676	0.19734	0.24184	0.25057	0.26143	0.08957
2	0.21676	0.19734	0.24184	0.25057	0.26143	0.08957
29	0.92587	0.8426	0.45752	0.46204	0.48114	0.08993
29	0.6393	0.58171	0.41296	0.39387	0.41133	0.09008
5	0.18285	0.16637	0.20008	0.20532	0.21595	0.09014
8	7.95229	7.23348	0.85934	0.866	0.87563	0.09039
13	13	11.82246	0.90492	0.90766	0.91458	0.09058
239	2.24783	2.04411	0.64859	0.65033	0.66984	0.09063
44	4.44175	4.03866	0.78591	0.79629	0.81173	0.09075
5	0.89896	0.81722	0.44176	0.45024	0.47374	0.09093
103	2.69902	2.45327	0.68048	0.69485	0.71478	0.09105
103	2.46029	2.23626	0.66836	0.65977	0.67756	0.09106
44	42.75996	38.86453	0.97031	0.97315	0.97557	0.0911
4	0.77444	0.70378	0.40534	0.41559	0.43782	0.09124
29	1.22986	1.11632	0.5092	0.52063	0.54145	0.09232
29	3.28166	2.97804	0.72189	0.73018	0.74909	0.09252
29	1.06052	0.96217	0.4753	0.48974	0.51012	0.09274
29	1.53594	1.39342	0.56423	0.56805	0.58912	0.09279
4	0.25653	0.23272	0.23879	0.24657	0.25963	0.0928
44	44	39.90756	0.96739	0.96779	0.97058	0.09301
5	0.91008	0.82518	0.44444	0.45319	0.47726	0.09329
19	3.61079	3.27275	0.76789	0.77437	0.79157	0.09362
68	6.86453	6.22168	0.85041	0.85831	0.8697	0.09365
103	3.28842	2.97904	0.71934	0.72459	0.74293	0.09408
103	0.86686	0.78522	0.44754	0.45203	0.47163	0.09417
29	2.92752	2.65154	0.70726	0.71393	0.73463	0.09427
29	5.51121	4.99051	0.83403	0.84067	0.85354	0.09448
157	157	142.16151	0.98914	0.99098	0.99191	0.09451
5	4.85909	4.39947	0.79829	0.81455	0.82882	0.09459
4	4	3.62092	0.75461	0.77081	0.78694	0.09477
68	1.38346	1.25235	0.56155	0.54121	0.56108	0.09477
19	19	17.19785	0.93164	0.93235	0.93783	0.09485
44	4.97907	4.5067	0.79524	0.80481	0.82024	0.09487
29	29	26.24587	0.95164	0.95301	0.95698	0.09497
157	15.84898	14.34373	0.92686	0.93105	0.93689	0.09497
68	12.68657	11.47938	0.92026	0.92496	0.93117	0.09515
5	0.92678	0.83854	0.44765	0.45753	0.48194	0.09521
103	10.39774	9.40597	0.89323	0.90051	0.90874	0.09538
365	41.30361	37.36234	0.9705	0.97134	0.97416	0.09542
19	18.88668	17.08376	0.93454	0.93344	0.93888	0.09546
103	102.38569	92.60139	0.98484	0.98631	0.98769	0.09556
19	1.93581	1.75081	0.61692	0.62277	0.64618	0.09557
103	11.65554	10.54079	0.89942	0.90617	0.91423	0.09564
5	0.97694	0.8835	0.45391	0.47003	0.49451	0.09565
365	365	330.08049	0.99648	0.99643	0.99679	0.09567
68	7.69492	6.95875	0.85836	0.86482	0.87614	0.09567
2	0.38722	0.35015	0.27847	0.2841	0.2993	0.09574
2	0.38722	0.35015	0.27847	0.2841	0.2993	0.09574
44	0.56345	0.50942	0.36716	0.36849	0.3869	0.09589
29	1.6438	1.48608	0.57855	0.58378	0.60576	0.09595
68	68	61.4645	0.97864	0.97861	0.98063	0.09611
157	17.76621	16.05788	0.93071	0.93579	0.94147	0.09616
68	67.59443	61.09244	0.97984	0.97912	0.98111	0.09619
44	0.33014	0.2983	0.26791	0.27095	0.28653	0.09645
8	1.49254	1.34793	0.57409	0.57707	0.60372	0.09689
239	27.04538	24.42277	0.95376	0.95651	0.96054	0.09697
2	0.12826	0.11582	0.15964	0.16672	0.17681	0.09698
2	0.12826	0.11582	0.15964	0.16672	0.17681	0.09698
239	24.12679	21.77766	0.95096	0.9528	0.95719	0.09737
13	0.47541	0.42903	0.32675	0.33588	0.35342	0.09755
13	1.3245	1.19499	0.52697	0.53493	0.55744	0.09778
239	236.16601	212.94465	0.99426	0.99474	0.99541	0.09833
19	18.7747	16.92652	0.93469	0.93462	0.94007	0.09844
13	2.47054	2.22717	0.68863	0.69675	0.71922	0.09851
29	28.65613	25.83264	0.9553	0.95437	0.95832	0.09853
8	0.19109	0.17219	0.21772	0.21166	0.22379	0.09889
8	0.98087	0.88385	0.46307	0.47408	0.4944	0.09891
365	2.6489	2.38683	0.68286	0.68163	0.70323	0.09893
2	1.91022	1.72122	0.62151	0.63642	0.66134	0.09894
2	1.91022	1.72122	0.62151	0.63642	0.66134	0.09894
239	239	215.288	0.99356	0.9943	0.99492	0.09921
157	1.71238	1.54237	0.58215	0.58539	0.60548	0.09928
29	28.82704	25.96105	0.95465	0.95365	0.95778	0.09942
103	19.21642	17.30429	0.94297	0.94742	0.952	0.0995
5	0.28341	0.25514	0.2552	0.26268	0.27722	0.09976
13	0.31052	0.27953	0.28332	0.27303	0.28811	0.0998
8	0.51305	0.46182	0.34162	0.349	0.36709	0.09985
19	2.15005	1.93468	0.63108	0.63896	0.66202	0.10017
68	1.49905	1.34884	0.57754	0.55969	0.58102	0.10021
29	1.85981	1.67325	0.60076	0.60988	0.63292	0.10031
68	1.4268	1.28364	0.56825	0.5485	0.56964	0.10034
44	1.19646	1.07632	0.50565	0.51063	0.53249	0.10042
103	101.77866	91.49504	0.98495	0.98609	0.98756	0.10104
68	1.62427	1.45984	0.59294	0.57566	0.59727	0.10124
29	5.18135	4.65653	0.83137	0.83664	0.85105	0.10129
68	1.75961	1.58137	0.58293	0.59139	0.61322	0.10129
2	2	1.79702	0.62197	0.63955	0.66283	0.10149
2	2	1.79702	0.62197	0.63955	0.66283	0.10149
103	0.63094	0.56682	0.38274	0.38724	0.40801	0.10162
5	0.52219	0.46902	0.35895	0.36728	0.38342	0.10183
103	18.40272	16.5284	0.94347	0.94677	0.95164	0.10185
68	1.84908	1.66039	0.6124	0.60275	0.62442	0.10204
19	0.51666	0.46392	0.36155	0.34971	0.36882	0.10207
29	0.60849	0.54617	0.40114	0.38381	0.40326	0.10242
365	68.09701	61.11557	0.98456	0.98351	0.98527	0.10252
13	12.63362	11.33805	0.9092	0.91608	0.92367	0.10255
365	362.82306	325.58036	0.99636	0.9967	0.99708	0.10265
239	237.57455	213.16899	0.99305	0.99458	0.99523	0.10273
2	0.08482	0.0761	0.1264	0.1322	0.14047	0.10277
2	0.08482	0.0761	0.1264	0.1322	0.14047	0.10277
103	103	92.41253	0.9834	0.98578	0.98729	0.10279
103	100.09718	89.80559	0.98496	0.98854	0.98976	0.10282
44	4.44175	3.98492	0.78208	0.79256	0.81038	0.10285
157	29.29104	26.27817	0.96275	0.96355	0.96692	0.10286
4	0.10877	0.09758	0.15003	0.14872	0.15851	0.10288
29	0.48939	0.439	0.32826	0.33509	0.3543	0.10298
239	232.26433	208.30952	0.99355	0.99501	0.99544	0.10314
44	43.47826	38.99304	0.96906	0.96832	0.97132	0.10316
19	3.39468	3.04407	0.76082	0.76656	0.78654	0.10328
68	67.19368	60.24014	0.98049	0.97889	0.98102	0.10348
19	0.20723	0.18572	0.2213	0.22376	0.23743	0.10382
13	12.92247	11.57646	0.90342	0.90802	0.91595	0.10416
239	44.58955	39.94337	0.97686	0.97507	0.97752	0.1042
29	28.1827	25.24155	0.95598	0.95935	0.96337	0.10436
68	1.40615	1.25922	0.53999	0.54657	0.56971	0.10449
19	18.46453	16.53462	0.93546	0.93996	0.94569	0.10452
44	7.86135	7.03874	0.87822	0.88614	0.89675	0.10464
5	5	4.4766	0.78899	0.80403	0.81966	0.10468
157	156.06362	139.71315	0.98884	0.99122	0.99225	0.10477
239	42.70145	38.22296	0.97345	0.9749	0.97729	0.10488
103	10.39774	9.30431	0.89175	0.89891	0.90816	0.10516
13	1.40891	1.26062	0.5382	0.54545	0.56966	0.10525
8	7.90514	7.07249	0.85789	0.86705	0.87832	0.10533
157	28.05074	25.09478	0.96188	0.96336	0.96684	0.10538
68	0.68027	0.60838	0.40648	0.40708	0.42749	0.10568
68	12.14937	10.86466	0.91858	0.92257	0.92992	0.10574
44	8.36184	7.47674	0.87833	0.88736	0.89781	0.10585
68	6.86453	6.13628	0.84659	0.85561	0.86878	0.10609
13	2.32267	2.07607	0.67969	0.68546	0.71092	0.10617
68	12.92284	11.5477	0.91817	0.92302	0.9303	0.10641
4	0.78156	0.69837	0.40208	0.4146	0.44073	0.10643
103	4.88152	4.35995	0.78726	0.78839	0.80606	0.10684
29	0.31242	0.27879	0.26705	0.2716	0.28762	0.10765
2	0.37071	0.33063	0.26531	0.27396	0.29131	0.10813
2	0.37071	0.33063	0.26531	0.27396	0.29131	0.10813
157	7.44076	6.63109	0.84802	0.84877	0.86288	0.10881
68	1.20775	1.07596	0.50823	0.51401	0.53795	0.10912
4	4	3.56304	0.75335	0.76775	0.78696	0.10924
68	66.08358	58.84643	0.97994	0.98228	0.98426	0.10951
157	1.57061	1.39829	0.56297	0.56439	0.58648	0.10972
68	12.22582	10.87594	0.9188	0.92069	0.92874	0.11041
4	0.71917	0.63973	0.38288	0.39314	0.41977	0.11046
29	0.3163	0.28127	0.27781	0.27909	0.29651	0.11075
4	0.74143	0.6591	0.39154	0.40153	0.42834	0.11105
239	2.57477	2.28881	0.67111	0.67432	0.69769	0.11106
13	0.16647	0.14798	0.18649	0.18956	0.20274	0.11109
68	2.171	1.92954	0.63304	0.63713	0.66177	0.11122
8	0.81508	0.72439	0.41699	0.43717	0.45838	0.11126
44	7.91082	7.02932	0.87744	0.88252	0.89425	0.11143
103	2.80082	2.48819	0.68118	0.68463	0.70784	0.11162
29	5.61471	4.98328	0.8292	0.83634	0.85192	0.11246
44	43.73757	38.80835	0.96623	0.96779	0.9712	0.1127
68	1.06486	0.94467	0.48438	0.48874	0.51314	0.11287
29	5.21395	4.62457	0.82841	0.83097	0.84745	0.11304
239	1.28345	1.13804	0.52097	0.52484	0.54853	0.1133
68	1.14754	1.0172	0.49123	0.50182	0.52792	0.11358
13	2.51694	2.23089	0.68482	0.69412	0.71965	0.11365
13	12.84585	11.38579	0.90413	0.90932	0.91783	0.11366
365	65.21351	57.77982	0.98359	0.98277	0.9846	0.11399
19	3.41604	3.0263	0.75789	0.76057	0.78268	0.11409
4	3.82044	3.38422	0.75754	0.7755	0.79468	0.11418
13	1.31234	1.16232	0.51861	0.52873	0.55532	0.11431
4	4	3.54264	0.75494	0.77003	0.7901	0.11434
19	3.67861	3.25663	0.76034	0.76932	0.79041	0.11471
68	3.22275	2.85249	0.71192	0.71351	0.73632	0.11489
44	4.5953	4.06702	0.78405	0.797	0.81659	0.11496
103	19.57431	17.32316	0.94135	0.94626	0.95181	0.115
68	7.10183	6.28476	0.84854	0.85914	0.87301	0.11505
29	3.02872	2.6786	0.70697	0.71696	0.74248	0.1156
8	1.52033	1.34387	0.56319	0.57492	0.60604	0.11607
239	24.96084	22.06341	0.95091	0.95243	0.95759	0.11608
4	0.72807	0.64325	0.3849	0.39514	0.42335	0.11649
239	45.41999	40.12239	0.97404	0.97489	0.97763	0.11664
103	18.51852	16.35787	0.94121	0.94553	0.95146	0.11668
68	0.97168	0.85809	0.46587	0.46982	0.49457	0.1169
5	0.54189	0.47828	0.3586	0.36919	0.38863	0.11738
157	28.22726	24.91101	0.95853	0.9632	0.96726	0.11748
365	69.36526	61.21144	0.98292	0.98319	0.98515	0.11755
5	5	4.4107	0.78563	0.80213	0.8202	0.11786
103	5.00364	4.41372	0.78998	0.79216	0.81154	0.1179
365	38.1201	33.62247	0.96783	0.96839	0.97236	0.11799
239	1.1512	1.01523	0.50103	0.504	0.52857	0.11811
157	29.83656	26.31033	0.96111	0.96306	0.96704	0.11819
239	42.97015	37.87982	0.97357	0.97514	0.9779	0.11846
44	1.22638	1.08088	0.50967	0.51468	0.54069	0.11864
8	8	7.05008	0.85141	0.86149	0.87454	0.11874
103	10.75718	9.47865	0.89228	0.90063	0.91078	0.11885
68	13.16554	11.59739	0.91648	0.92142	0.92991	0.11911
157	16.39687	14.44016	0.92641	0.93071	0.93797	0.11933
157	5.74145	5.05023	0.80157	0.80836	0.82657	0.12039
44	8.51888	7.4932	0.87484	0.88438	0.89664	0.1204
44	0.47402	0.41691	0.32741	0.33224	0.35398	0.12048
157	7.62691	6.70734	0.8491	0.85178	0.86722	0.12057
19	1.91803	1.68363	0.60188	0.61299	0.64323	0.12221
365	2.835	2.4879	0.69128	0.68997	0.7167	0.12243
239	11.6104	10.18841	0.89589	0.89737	0.909	0.12248
68	1.78188	1.56233	0.58557	0.59364	0.62382	0.12321
13	2.33729	2.04861	0.6714	0.6788	0.70815	0.12351
365	17.73136	15.54115	0.92815	0.93104	0.9394	0.12352
13	13	11.39346	0.8988	0.90538	0.91501	0.12358
13	0.41504	0.36374	0.30677	0.31393	0.33436	0.12362
19	0.923	0.80863	0.45102	0.45545	0.48174	0.12391
103	19.94192	17.45769	0.94231	0.94581	0.95206	0.12457
8	7.64088	6.6873	0.85914	0.86491	0.878	0.1248
2	0.36403	0.31855	0.25934	0.26795	0.2875	0.12493
2	0.36403	0.31855	0.25934	0.26795	0.2875	0.12493
5	0.21204	0.18554	0.20797	0.21669	0.23271	0.12497
19	0.95781	0.83811	0.45708	0.46239	0.48929	0.12497
8	1.42934	1.25066	0.55137	0.55819	0.59302	0.12501
19	19	16.61683	0.92786	0.93064	0.93804	0.12543
157	1.21944	1.06637	0.50717	0.5138	0.54138	0.12552
2	2	1.7484	0.60899	0.6246	0.65415	0.1258
2	2	1.7484	0.60899	0.6246	0.65415	0.1258
103	3.76668	3.29172	0.73003	0.73897	0.76223	0.1261
5	4.77555	4.17292	0.79091	0.80765	0.82599	0.12619
4	4	3.4942	0.75428	0.7715	0.79356	0.12645
29	2.95466	2.57936	0.69973	0.70871	0.73721	0.12702
157	149.95224	130.88207	0.98721	0.99158	0.99284	0.12717
5	0.5658	0.49375	0.36096	0.37318	0.39522	0.12734
5	5	4.3631	0.79341	0.8068	0.82611	0.12738
103	1.31897	1.15091	0.52213	0.52661	0.55396	0.12742
68	0.36517	0.31833	0.28775	0.28957	0.3113	0.12826
68	0.51022	0.44475	0.33331	0.3377	0.3636	0.12831
8	0.45346	0.39526	0.31923	0.32686	0.34909	0.12835
68	12.37714	10.78777	0.9156	0.91928	0.92878	0.12841
157	157	136.83256	0.98877	0.99078	0.99211	0.12845
29	29	25.26712	0.95003	0.95152	0.95706	0.12872
68	3.30338	2.87807	0.71303	0.7169	0.74261	0.12875
365	365	317.99055	0.99626	0.99659	0.9971	0.12879
365	65.62388	57.15958	0.98278	0.98304	0.98505	0.12898
44	8.00874	6.97289	0.87249	0.88066	0.89445	0.12934
68	0.63928	0.5563	0.3914	0.3914	0.41599	0.12981
157	28.57663	24.86412	0.95849	0.9627	0.96727	0.12991
44	1.19646	1.04101	0.51833	0.50632	0.5352	0.12993
8	0.10244	0.08913	0.13638	0.14072	0.15294	0.12994
103	103	89.60495	0.98539	0.98556	0.98749	0.13005
19	18.14709	15.78633	0.93358	0.93168	0.93925	0.13009
8	8	6.95616	0.85372	0.86262	0.87668	0.13048
44	8.73189	7.59133	0.87396	0.88149	0.89516	0.13062
29	5.27849	4.58732	0.81976	0.8287	0.84796	0.13094
29	5.34365	4.64374	0.82744	0.84022	0.85847	0.13098
239	6.66146	5.78859	0.83219	0.83082	0.85001	0.13103
157	30.3969	26.41211	0.96117	0.9631	0.96767	0.13109
365	10.17337	8.83925	0.88324	0.88432	0.8993	0.13114
19	0.24331	0.21138	0.23103	0.23186	0.25059	0.13121
5	0.93284	0.81035	0.4425	0.44629	0.4811	0.1313
365	70.66796	61.38445	0.98285	0.98352	0.98564	0.13137
19	1.0063	0.87403	0.46338	0.46972	0.49867	0.13144
5	5	4.3426	0.78617	0.80279	0.82291	0.13148
13	12.41643	10.78379	0.90607	0.9068	0.91677	0.13149
8	1.54889	1.34515	0.56019	0.57463	0.60949	0.13154
44	0.89518	0.77724	0.46721	0.44729	0.47462	0.13175
68	68	59.03753	0.97751	0.97782	0.9807	0.1318
44	1.051	0.91218	0.49737	0.4795	0.50833	0.13208
103	18.74772	16.26866	0.93801	0.94463	0.95145	0.13223
29	5.75511	4.99342	0.82269	0.83111	0.84987	0.13235
8	0.25541	0.22156	0.23807	0.246	0.26414	0.13254
13	13	11.27425	0.90456	0.90553	0.91551	0.13275
157	4.37594	3.79493	0.76387	0.7644	0.78825	0.13277
5	0.26482	0.22962	0.24105	0.25022	0.26906	0.1329
13	13	11.27178	0.90711	0.90927	0.9193	0.13294
44	44	38.14932	0.96409	0.96647	0.97062	0.13297
19	3.50101	3.03503	0.75827	0.77058	0.79653	0.1331
19	3.77059	3.26869	0.7576	0.76387	0.78847	0.13311
239	46.27299	40.11345	0.97371	0.97516	0.97834	0.13311
13	1.3245	1.14731	0.51929	0.5271	0.55855	0.13378
365	3.43145	2.97223	0.70536	0.70395	0.72957	0.13383
44	2.08531	1.80609	0.61635	0.62152	0.65129	0.1339
68	6.92817	5.99919	0.8433	0.85358	0.87057	0.13409
8	8	6.9256	0.84995	0.86038	0.87534	0.1343
19	1.07698	0.93227	0.47749	0.48386	0.51414	0.13436
239	43.502	37.65633	0.97295	0.97475	0.97795	0.13438
44	4.48293	3.8794	0.7763	0.78866	0.81257	0.13463
44	8.10761	7.0147	0.87759	0.88818	0.90135	0.1348
239	239	206.74695	0.99367	0.99428	0.99519	0.13495
13	0.16854	0.14576	0.18478	0.19121	0.20629	0.13515
19	1.2185	1.05358	0.49861	0.5086	0.54014	0.13534
8	8	6.91688	0.85751	0.86536	0.88017	0.13539
103	103	89.0505	0.9829	0.98534	0.98743	0.13543
68	13.49474	11.6672	0.91461	0.91915	0.92923	0.13543
68	12.52994	10.82568	0.91986	0.92315	0.93225	0.13601
19	0.45384	0.39196	0.33673	0.32391	0.34815	0.13634
68	3.42794	2.96055	0.71987	0.72366	0.75071	0.13635
19	3.45832	2.9864	0.74841	0.75701	0.78374	0.13646
13	0.28658	0.24745	0.26783	0.25894	0.27904	0.13656
157	7.9145	6.83317	0.85178	0.85526	0.87249	0.13663
19	1.98433	1.71317	0.6063	0.61536	0.64962	0.13665
29	29	25.01424	0.9515	0.95056	0.95636	0.13744
13	2.57988	2.22491	0.67873	0.68804	0.71882	0.13759
4	0.22673	0.1955	0.21978	0.22816	0.24697	0.13774
68	0.88159	0.75975	0.43277	0.44198	0.47283	0.13821
239	12.04819	10.37876	0.8971	0.89994	0.91283	0.13856
103	10.49414	9.03922	0.88803	0.89705	0.90949	0.13864
365	18.39996	15.84612	0.92996	0.93288	0.94204	0.1388
44	0.96997	0.83503	0.48091	0.46286	0.49279	0.13912
44	0.92323	0.7942	0.47223	0.45338	0.48278	0.13975
365	66.43611	57.14854	0.98217	0.98292	0.98515	0.1398
4	0.14628	0.1258	0.17017	0.17661	0.1916	0.13998
103	5.19232	4.46549	0.79129	0.79541	0.81835	0.13998
44	1.31253	1.12878	0.51552	0.52172	0.55379	0.14
68	68	58.45253	0.9785	0.97679	0.98007	0.1404
29	29	24.9255	0.95285	0.95005	0.95604	0.1405
157	15.99592	13.74799	0.92285	0.92841	0.93733	0.14053
13	2.39543	2.05815	0.67825	0.68664	0.72168	0.1408
103	20.44056	17.56182	0.93967	0.94464	0.95205	0.14083
2	1.98807	1.70694	0.60342	0.62161	0.65596	0.14141
2	1.98807	1.70694	0.60342	0.62161	0.65596	0.14141
44	0.4799	0.41201	0.33736	0.33851	0.3644	0.14147
103	98.37631	84.40924	0.98433	0.98615	0.98831	0.14198
8	0.86702	0.74383	0.42291	0.44176	0.4698	0.14208
19	19	16.29763	0.92746	0.92954	0.93787	0.14223
68	68	58.3015	0.97826	0.97637	0.97949	0.14263
13	13	11.14542	0.89809	0.90422	0.91536	0.14266
157	157	134.57255	0.98842	0.98953	0.99111	0.14285
13	1.31234	1.12462	0.51045	0.52248	0.55607	0.14304
29	29	24.83328	0.95412	0.95312	0.95898	0.14368
8	0.80759	0.69152	0.40681	0.42805	0.45583	0.14372
239	47.43005	40.61212	0.97329	0.97541	0.9789	0.14375
8	0.81508	0.69761	0.40858	0.43147	0.45912	0.14412
103	18.97918	16.2423	0.94119	0.94585	0.9527	0.1442
29	2.92752	2.50484	0.69237	0.70262	0.73551	0.14438
365	72.43501	61.94852	0.98124	0.98379	0.9861	0.14477
19	19	16.24899	0.93018	0.9292	0.93757	0.14479
8	1.43833	1.2292	0.54355	0.55328	0.59326	0.1454
157	1.178	1.00667	0.49111	0.5027	0.53519	0.14544
44	4.44175	3.79561	0.77151	0.78483	0.81099	0.14547
19	1.91803	1.63798	0.59227	0.60484	0.64136	0.14601
157	31.15698	26.60447	0.95978	0.96278	0.96809	0.14611
13	0.38779	0.33107	0.29309	0.30081	0.32429	0.14628
13	2.36622	2.01985	0.66342	0.67482	0.70991	0.14638
8	0.21754	0.18569	0.21844	0.21528	0.23499	0.1464
365	365	311.40596	0.99589	0.99605	0.99681	0.14683
157	29.10102	24.828	0.95839	0.9605	0.96585	0.14683
44	2.13748	1.82348	0.61802	0.62456	0.65768	0.1469
239	44.03906	37.55999	0.97372	0.97431	0.97791	0.14712
157	155.13834	132.31035	0.98813	0.99066	0.99223	0.14715
103	1.12341	0.95794	0.48871	0.49275	0.52376	0.1473
239	239	203.79339	0.99314	0.99551	0.99685	0.14731
239	44.30028	37.76258	0.97151	0.97314	0.97685	0.14758
68	12.60426	10.74319	0.9111	0.91614	0.92722	0.14765
239	239	203.6954	0.99204	0.99336	0.9945	0.14772
365	67.25631	57.32033	0.98305	0.98302	0.98569	0.14773
157	157	133.7505	0.98869	0.99104	0.99292	0.14809
365	3.65142	3.11059	0.71299	0.70993	0.73663	0.14812
68	64.94747	55.32615	0.97903	0.97839	0.98167	0.14814
29	3.55566	3.02886	0.71301	0.73097	0.76136	0.14816
103	0.55312	0.47104	0.35055	0.35491	0.38425	0.1484
103	2.87084	2.4437	0.67866	0.68262	0.71382	0.14879
29	5.11825	4.35491	0.82343	0.8326	0.85456	0.14914
8	0.42371	0.36045	0.30552	0.31314	0.33827	0.1493
68	1.84908	1.57285	0.58587	0.5899	0.62388	0.14939
44	44	37.42288	0.96476	0.96494	0.96958	0.14948
556	115.20928	97.97501	0.98742	0.9899	0.99149	0.14959
157	28.92943	24.58191	0.95902	0.96229	0.96738	0.15028
68	2.48674	2.11285	0.64137	0.6546	0.68686	0.15035
5	0.13596	0.11552	0.16428	0.16418	0.18043	0.15038
103	19.09175	16.21621	0.93503	0.9419	0.94986	0.15062
8	0.13501	0.11466	0.15484	0.16381	0.17917	0.1507
103	103	87.42805	0.98298	0.98384	0.98624	0.15118
365	75.63199	64.195	0.98325	0.98427	0.98674	0.15122
44	8.20896	6.96743	0.8747	0.8845	0.89974	0.15124
239	239	202.83309	0.99317	0.99436	0.99554	0.15133
68	6.86453	5.82248	0.83835	0.84952	0.86923	0.1518
44	9.11728	7.731	0.87043	0.8816	0.89738	0.15205
365	67.65524	57.36413	0.98264	0.98184	0.98448	0.15211
44	8.1557	6.91359	0.86927	0.87679	0.89321	0.1523
103	18.17861	15.40628	0.93923	0.94504	0.95256	0.15251
2	1.97628	1.67443	0.59975	0.61725	0.65548	0.15274
2	1.97628	1.67443	0.59975	0.61725	0.65548	0.15274
103	103	87.26047	0.98395	0.98476	0.98744	0.15281
13	0.21938	0.18585	0.20323	0.21294	0.23267	0.15285
157	1.4766	1.25089	0.53978	0.54688	0.58206	0.15286
68	14.09034	11.92976	0.91275	0.91917	0.93051	0.15334
68	8.33742	7.05867	0.85148	0.8649	0.88347	0.15338
44	5.3948	4.56675	0.78621	0.80432	0.82963	0.15349
157	27.70914	23.45094	0.95752	0.96223	0.96752	0.15368
29	5.37535	4.54905	0.81521	0.82458	0.84736	0.15372
44	1.13857	0.9633	0.47843	0.49178	0.52436	0.15394
68	12.00141	10.14914	0.91229	0.92045	0.93142	0.15434
5	0.95021	0.80348	0.43622	0.44624	0.48708	0.15442
29	6.00912	5.078	0.82002	0.83176	0.8535	0.15495
44	7.76562	6.56055	0.87181	0.88305	0.89921	0.15518
239	49.52341	41.83446	0.97171	0.97561	0.97945	0.15526
29	5.41045	4.56815	0.82166	0.83414	0.85645	0.15568
239	42.18143	35.59982	0.97172	0.9742	0.97801	0.15603
103	21.34273	18.00622	0.93667	0.94462	0.95283	0.15633
19	3.93701	3.3213	0.75306	0.76545	0.79405	0.15639
239	228.27125	192.54543	0.99316	0.99471	0.99571	0.15651
44	42.02483	35.43954	0.96653	0.96661	0.97162	0.1567
19	3.35334	2.82767	0.748	0.75849	0.79057	0.15676
103	10.39774	8.76514	0.8844	0.89398	0.90852	0.15701
8	1.58762	1.3379	0.55611	0.57055	0.61164	0.15729
239	29.30358	24.68331	0.95221	0.95766	0.96413	0.15767
157	32.53212	27.40177	0.95755	0.96291	0.96865	0.1577
44	44	37.05196	0.96556	0.96448	0.96959	0.15791
19	0.24633	0.20741	0.22203	0.22982	0.25128	0.15798
239	1.73449	1.45985	0.57564	0.57873	0.61483	0.15834
13	1.47109	1.23789	0.53117	0.542	0.57891	0.15852
103	2.60859	2.19469	0.6575	0.66132	0.69565	0.15867
556	103.05839	86.69838	0.98716	0.98778	0.98968	0.15874
365	44.75233	37.62937	0.96845	0.97191	0.97634	0.15916
19	3.52178	2.96076	0.74256	0.7528	0.78415	0.1593
239	46.69793	39.25442	0.97084	0.97366	0.97777	0.1594
239	12.65823	10.63876	0.89848	0.90243	0.91682	0.15954
103	12.62874	10.61353	0.89272	0.90637	0.92023	0.15957
157	19.24963	16.17662	0.92695	0.9367	0.9463	0.15964
103	5.45522	4.583	0.79557	0.8007	0.82652	0.15989
157	8.31524	6.98448	0.85411	0.85873	0.87847	0.16004
157	30.67605	25.76671	0.95608	0.96052	0.96657	0.16004
29	2.92752	2.45888	0.68609	0.69832	0.735	0.16008
103	2.09554	1.75961	0.62463	0.60858	0.64218	0.16031
365	19.3316	16.22281	0.93145	0.93417	0.94444	0.16081
365	3.07187	2.57569	0.69761	0.69688	0.73232	0.16153
4	0.40754	0.3416	0.31328	0.32277	0.3476	0.16179
365	71.31692	59.75859	0.98235	0.98257	0.98538	0.16207
4	0.74627	0.62498	0.38175	0.38742	0.42678	0.16253
19	3.54478	2.96691	0.7489	0.76234	0.79468	0.16302
2	0.24522	0.20524	0.23506	0.24959	0.27087	0.16305
2	0.24522	0.20524	0.23506	0.24959	0.27087	0.16305
365	64.41934	53.91184	0.98116	0.98267	0.98554	0.16311
13	2.69374	2.25399	0.67556	0.69016	0.72647	0.16325
2	1.94363	1.6256	0.59586	0.61524	0.65758	0.16363
2	1.94363	1.6256	0.59586	0.61524	0.65758	0.16363
44	4.44175	3.71237	0.76612	0.7802	0.81024	0.16421
19	0.41885	0.34999	0.32043	0.30843	0.33689	0.16441
556	108.63619	90.7689	0.98774	0.98849	0.99035	0.16447
68	12.68657	10.59972	0.91229	0.9196	0.93117	0.16449
19	2.32957	1.94629	0.6188	0.63897	0.67741	0.16453
